,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,rcode,gcode,Value,Units,location,region,poptype
18674,WASH,30/3/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Camps Syrian Men (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZAATARICAMP,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,533,# of benef,Zaatari District 8,North,Camp
18791,WASH,30/6/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Camps Syrian Women (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZAATARICAMP,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,1930,# of benef,Zaatari District 8,North,Camp
18792,WASH,30/5/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Camps Syrian Men (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZAATARICAMP,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,977,# of benef,Zaatari District 8,North,Camp
19038,WASH,30/4/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Camps Syrian Women (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZAATARICAMP,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,1268,# of benef,Zaatari District 8,North,Camp
19464,WASH,30/5/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Camps Syrian Women (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZAATARICAMP,Women,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,1776,# of benef,Zaatari District 8,North,Camp
19503,WASH,30/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Camps Syrian Men (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZAATARICAMP,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,462,# of benef,Zaatari District 8,North,Camp
19505,WASH,30/4/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Camps Syrian Men (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZAATARICAMP,Men,OXFAM,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,1329,# of benef,Zaatari District 8,North,Camp
20541,WASH,30/6/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Urban/Rural Syrian Women (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZARQA,Women,AVSI,   Urban areas - ,Indirect appeal,None - Fund direct from Donors,Yes,1,1712,90,# of benef,Zarqa City,North,Urban
20861,WASH,30/5/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Host Community Women (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZARQA,Women,LWF,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1712,58,# of benef,Zarqa City,North,Host Community
21026,WASH,30/4/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Host Community Women (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZARQA,Women,LWF,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1712,98,# of benef,Zarqa City,North,Host Community
21107,WASH,30/5/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Urban/Rural Syrian Women (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZARQA,Women,LWF,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1712,67,# of benef,Zarqa City,North,Urban
21108,WASH,30/4/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Urban/Rural Syrian Women (Age 18 and above) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZARQA,Women,LWF,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1712,127,# of benef,Zarqa City,North,Urban
20460,WASH,30/3/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Host Community Boys (Age 0-17) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZARQA,Boys,ACTED,"  Other[Villages, Rural areas]Urban areas - ",Indirect appeal,None - Fund direct from Donors,Yes,1,1712,16,# of benef,Zarqa Governorate,North,Host Community
20485,WASH,30/3/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through hygiene messages and demonstrate knowledge of key hygiene practices,Host Community Girls (Age 0-17) # reached through hygiene messages and demonstrate knowledge of key hygiene practices,ZARQA,Girls,ACTED,"  Other[Villages, Rural areas]Urban areas - ",Indirect appeal,None - Fund direct from Donors,Yes,1,1712,222,# of benef,Zarqa Governorate,North,Host Community
5834,WASH,30/6/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Urban/Rural Syrian Women (Age 18 and above) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AQABAH,Women,AVSI,   Urban areas - ,Indirect appeal,None - Fund direct from Donors,Yes,3,1703,75,# of benef,Aqaba City,South,Urban
5846,WASH,30/6/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Host Community Women (Age 18 and above) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AQABAH,Women,AVSI,   Urban areas - ,Indirect appeal,None - Fund direct from Donors,Yes,3,1703,75,# of benef,Aqaba City,South,Host Community
21480,WASH,30/7/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Women (Age 18 and above) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Women,ACTED,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,344,# of benef,Azraq Camp,North,Camp
22699,WASH,30/7/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Boys (Age 0-17) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Boys,ACTED,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,344,# of benef,Azraq Camp,North,Camp
20856,WASH,30/5/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Boys (Age 0-17) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Boys,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,2402,# of benef,Azraq Camp,North,Camp
21141,WASH,30/3/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Boys (Age 0-17) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Boys,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,2402,# of benef,Azraq Camp,North,Camp
21515,WASH,28/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Women (Age 18 and above) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Women,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,387,# of benef,Azraq Camp,North,Camp
21516,WASH,30/7/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Women (Age 18 and above) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Women,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,57,# of benef,Azraq Camp,North,Camp
21758,WASH,28/2/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Boys (Age 0-17) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Boys,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,2402,# of benef,Azraq Camp,North,Camp
21900,WASH,30/4/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Women (Age 18 and above) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Women,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,387,# of benef,Azraq Camp,North,Camp
22020,WASH,30/7/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Boys (Age 0-17) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Boys,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,72,# of benef,Azraq Camp,North,Camp
22131,WASH,30/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Boys (Age 0-17) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Boys,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,2402,# of benef,Azraq Camp,North,Camp
22346,WASH,30/1/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Women (Age 18 and above) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Women,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,440,# of benef,Azraq Camp,North,Camp
23005,WASH,30/4/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Boys (Age 0-17) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Boys,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,2402,# of benef,Azraq Camp,North,Camp
23209,WASH,30/5/2015,Hygiene promotion,[REF3.1]Refugee Hygiene Promotion,# reached through targeted distribution of WASH NFI’s as per agreed minimum standards,Camps Syrian Women (Age 18 and above) # reached through targeted distribution of WASH NFI’s as per agreed minimum standards,AZRAQCAMP,Women,WVI,Camp    - ,Direct appeal,UNICEF,No,1,1712,387,# of benef,Azraq Camp,North,Camp
